simulation,annual_point_wh,annual_q10_wh,annual_point_kwh,annual_q10_kwh
815,19979214.107421875,12660174.895050049,19979.214107421874,12660.17489505005
816,19617719.3046875,12502922.983413696,19617.7193046875,12502.922983413697
817,19319326.862976074,12376135.199905396,19319.326862976075,12376.135199905395
818,18693745.996520996,11828600.644874573,18693.745996520996,11828.600644874572
819,18569524.54260254,11591036.885723114,18569.52454260254,11591.036885723113
820,19702865.26690674,12557937.309242249,19702.865266906738,12557.937309242248
821,19935740.40460205,12391105.901723146,19935.74040460205,12391.105901723147
822,20483463.940673828,13341531.380706787,20483.463940673828,13341.531380706787
823,19353199.568359375,12146556.93946457,19353.199568359374,12146.55693946457
824,19309616.290771484,12147795.955032349,19309.616290771486,12147.795955032349
825,19180906.591918945,11991223.10505414,19180.906591918945,11991.22310505414
826,19885262.118408203,12788382.288238525,19885.2621184082,12788.382288238525
827,18892011.689453125,11918956.840802431,18892.011689453124,11918.956840802432
828,19035372.37939453,11868572.650756836,19035.372379394532,11868.572650756836
829,19474014.24279785,12200578.020046234,19474.01424279785,12200.578020046234
830,19481715.201904297,12455486.761501312,19481.715201904295,12455.486761501312
831,19514855.97467041,12351592.151435852,19514.85597467041,12351.592151435852
832,18783617.8984375,11649828.947479248,18783.6178984375,11649.828947479247
833,19934873.469970703,12569787.307248354,19934.873469970702,12569.787307248354
834,19083611.188415527,11848202.115898132,19083.61118841553,11848.202115898132
835,19738602.493530273,12558322.170700073,19738.602493530274,12558.322170700074
836,19648102.380126953,12391285.122451782,19648.102380126955,12391.285122451782
837,19877723.805908203,12684012.27743268,19877.723805908205,12684.012277432681
838,19434445.07562256,12124158.971961975,19434.44507562256,12124.158971961975
839,19484906.344482422,12131912.219680786,19484.90634448242,12131.912219680786
840,19546382.98803711,12362469.634464264,19546.38298803711,12362.469634464263
841,20143450.840698242,13127191.532585144,20143.450840698242,13127.191532585144
842,18838137.297607422,11714717.397666931,18838.137297607424,11714.717397666931
843,19819214.490966797,12729715.794540405,19819.2144909668,12729.715794540405
844,19639951.404663086,12835172.727493286,19639.951404663087,12835.172727493285
845,18753365.555541992,11807722.662094116,18753.365555541994,11807.722662094116
846,19431077.04046631,12396825.811378479,19431.07704046631,12396.82581137848
847,19607166.19708252,12305659.651640415,19607.16619708252,12305.659651640415
848,19219921.3404541,12218318.696411133,19219.9213404541,12218.318696411134
849,20678417.143066406,13620270.517280579,20678.417143066406,13620.270517280578
850,18898416.84423828,11637380.065170288,18898.41684423828,11637.380065170288
851,19628081.384521484,12274365.974731445,19628.081384521483,12274.365974731445
852,19096550.765625,12022523.060895205,19096.550765625,12022.523060895204
853,18802745.654052734,11818540.395978212,18802.745654052735,11818.540395978212
854,19515903.18334961,12569606.460903168,19515.90318334961,12569.606460903167
855,18933350.489868164,11638574.526245117,18933.350489868164,11638.574526245116
856,19932320.4453125,13050418.772888184,19932.3204453125,13050.418772888184
857,19496636.55529785,12180149.736347198,19496.636555297853,12180.149736347199
858,20083974.192871094,12952808.24779892,20083.974192871094,12952.80824779892
859,19974152.65686035,12726723.281799316,19974.15265686035,12726.723281799317
860,19775017.285705566,12433648.787185669,19775.017285705566,12433.64878718567
861,19984513.2376709,12932213.051147461,19984.513237670897,12932.21305114746
862,20534967.024169922,13216338.469985962,20534.96702416992,13216.338469985962
863,17947140.30529785,11314543.590805054,17947.140305297853,11314.543590805053
864,20104039.170043945,12856806.505737305,20104.039170043947,12856.806505737304
865,19310693.826416016,12345089.483032227,19310.693826416016,12345.089483032227
866,19745132.405944824,12545299.439090729,19745.132405944823,12545.299439090728
867,19020865.504760742,11994875.918884277,19020.865504760743,11994.875918884278
868,19246479.560180664,12143881.922866821,19246.479560180665,12143.881922866822
869,19794282.731933594,12706447.364059448,19794.282731933592,12706.447364059448
870,19701607.84399414,12218651.043343782,19701.60784399414,12218.651043343782
871,19731032.560791016,12230210.580215454,19731.032560791016,12230.210580215455
872,19764229.725341797,12752702.015309572,19764.229725341796,12752.702015309573
873,19860869.235839844,12595385.337247133,19860.869235839844,12595.385337247133
874,20104077.529785156,13166806.010815859,20104.077529785158,13166.806010815859
875,20310072.303100586,12933789.94354248,20310.072303100587,12933.78994354248
876,20143773.204711914,12681246.109664917,20143.773204711913,12681.246109664917
877,18951712.860107422,11582857.25024414,18951.712860107422,11582.85725024414
878,19314851.592163086,11859747.958374023,19314.851592163086,11859.747958374024
879,20346541.431762695,12954269.392158508,20346.541431762696,12954.269392158509
880,20102985.166870117,12927246.495483398,20102.985166870116,12927.246495483398
881,18586514.579467773,11455035.411636353,18586.514579467774,11455.035411636352
882,19295443.872558594,12101605.141232729,19295.443872558593,12101.605141232729
883,19813283.893737793,12461246.582801819,19813.283893737793,12461.24658280182
884,19532143.806030273,12208166.763931274,19532.14380603027,12208.166763931275
885,19923282.876159668,12679542.585395813,19923.28287615967,12679.542585395813
886,19233789.657226562,11944299.476379395,19233.789657226564,11944.299476379394
887,18814114.403808594,11781984.161392212,18814.114403808595,11781.984161392213
888,18989857.51171875,11938462.761642456,18989.85751171875,11938.462761642457
889,19210770.66467285,12281681.960906982,19210.77066467285,12281.681960906983
890,19004774.655029297,11782436.52609253,19004.774655029298,11782.43652609253
891,18954559.237121582,11505873.265678406,18954.559237121583,11505.873265678405
892,19686000.252868652,12333099.841171265,19686.000252868653,12333.099841171264
893,20181612.06591797,12970519.549041748,20181.61206591797,12970.519549041748
894,20245871.999267578,13080158.382377625,20245.87199926758,13080.158382377624
895,19556570.16040039,12144513.969825745,19556.57016040039,12144.513969825744
896,19530838.668701172,12311091.188491821,19530.838668701173,12311.09118849182
897,19268253.982910156,11850330.566246033,19268.253982910155,11850.330566246033
898,18607115.5904541,11574040.530075073,18607.1155904541,11574.040530075074
899,18940644.901000977,11874330.646057129,18940.64490100098,11874.33064605713
900,19065391.731567383,11885169.39760828,19065.391731567383,11885.16939760828
901,19391249.213989258,11989508.53130722,19391.249213989257,11989.508531307221
902,18836349.183166504,11994226.944035769,18836.349183166505,11994.226944035769
903,20264802.635498047,12961888.312154055,20264.802635498047,12961.888312154055
904,19942140.160888672,12501042.836193085,19942.140160888674,12501.042836193084
905,19968985.755004883,12735334.945159912,19968.985755004884,12735.334945159912
906,20137784.38623047,12989756.40171814,20137.78438623047,12989.75640171814
907,19435675.999267578,12016740.957237244,19435.67599926758,12016.740957237243
908,19326275.646118164,11780329.18153882,19326.275646118163,11780.32918153882
909,19596543.489868164,12310177.924008608,19596.543489868163,12310.177924008607
910,18839377.391479492,11704824.600306034,18839.37739147949,11704.824600306034
911,18953378.02319336,11781675.467216492,18953.37802319336,11781.675467216492
912,20839674.297912598,13485749.925008059,20839.6742979126,13485.749925008058
913,19997494.314575195,12515037.187042236,19997.494314575197,12515.037187042237
914,20106719.720947266,12761206.639858246,20106.719720947265,12761.206639858246
915,19491811.87536621,12189545.545135498,19491.81187536621,12189.545545135497
916,19478225.95300293,12289118.287734985,19478.22595300293,12289.118287734986
917,19876049.686157227,12552644.375591278,19876.04968615723,12552.644375591279
918,19184876.110839844,12187998.554107666,19184.876110839843,12187.998554107666
919,18763293.15246582,11710576.430786133,18763.29315246582,11710.576430786134
920,19114833.51220703,12273191.276574373,19114.83351220703,12273.191276574373
921,18940307.21032715,11855064.725915194,18940.307210327148,11855.064725915194
922,19496943.25366211,12570083.180999756,19496.94325366211,12570.083180999756
923,18109051.328857422,11262062.874183655,18109.051328857422,11262.062874183655
924,19948330.27368164,12435700.489379883,19948.33027368164,12435.700489379882
925,19054104.4810791,11570940.706352234,19054.104481079103,11570.940706352234
926,18879362.451293945,11866754.949066162,18879.362451293946,11866.754949066162
927,19192363.00024414,12208585.618408203,19192.363000244142,12208.585618408204
928,19033818.913208008,11985858.617047548,19033.818913208008,11985.858617047548
929,18889904.802612305,11637348.751480103,18889.904802612306,11637.348751480102
930,19880153.124023438,12603496.1533432,19880.153124023436,12603.496153343202
931,19978039.042907715,12698653.862197876,19978.039042907716,12698.653862197876
932,18616286.037719727,11462687.927902222,18616.286037719725,11462.687927902221
933,19327999.27105713,12363795.33164215,19327.999271057128,12363.795331642152
934,19828706.175231934,12407448.905220032,19828.706175231935,12407.448905220032
935,20008585.362304688,12747368.208511353,20008.585362304686,12747.368208511352
936,18891293.04272461,11902644.642456055,18891.29304272461,11902.644642456054
937,19518474.872680664,12584089.6720047,19518.474872680665,12584.0896720047
938,18677986.272583008,11643604.607292175,18677.986272583006,11643.604607292174
939,19893090.364013672,13032654.70535779,19893.09036401367,13032.65470535779
940,19225805.49633789,11927105.502929688,19225.80549633789,11927.105502929688
941,18746723.237304688,11716913.057857513,18746.723237304686,11716.913057857513
942,20313865.134399414,12916736.581886292,20313.865134399413,12916.73658188629
943,20181544.483276367,12949989.549835205,20181.544483276368,12949.989549835205
944,19623982.860839844,12376761.716751099,19623.982860839842,12376.761716751098
945,20383692.547851562,13040468.484911442,20383.692547851562,13040.468484911442
946,18903451.688354492,12020434.567695618,18903.451688354493,12020.434567695618
947,19628210.146972656,12468333.679168701,19628.210146972655,12468.333679168702
948,19291309.40258789,12020766.12852478,19291.30940258789,12020.76612852478
949,19755302.127685547,12480406.722305298,19755.302127685547,12480.406722305297
950,20021072.917114258,12514554.862724304,20021.07291711426,12514.554862724304
951,19638925.204833984,12329617.33657837,19638.925204833984,12329.617336578369
952,18800897.353027344,11880634.271347046,18800.897353027343,11880.634271347046
953,17996874.50567627,11155947.03604889,17996.87450567627,11155.947036048889
954,19822916.209106445,12471831.893704653,19822.916209106446,12471.831893704653
955,20207802.87145996,13086531.65356183,20207.80287145996,13086.531653561831
956,19358195.342407227,12207983.770523071,19358.195342407227,12207.983770523071
957,19286508.216552734,12254134.456588745,19286.508216552735,12254.134456588745
958,19307700.14404297,12025935.18732953,19307.70014404297,12025.93518732953
959,18912171.442138672,11807894.61063385,18912.17144213867,11807.89461063385
960,19486761.525756836,12140054.175697327,19486.761525756836,12140.054175697327
961,19402823.278808594,12388684.601041079,19402.823278808595,12388.684601041079
962,19290677.999450684,12096915.890903473,19290.677999450683,12096.915890903472
963,19202975.9263916,12220159.841629028,19202.975926391602,12220.159841629029
964,18944945.416137695,12196151.19616437,18944.945416137696,12196.15119616437
965,19029560.181518555,12092948.922691345,19029.560181518555,12092.948922691345
966,19697683.973632812,12419471.412506104,19697.68397363281,12419.471412506104
967,18286996.819213867,11168522.346420288,18286.996819213866,11168.522346420288
968,19334745.597473145,12019914.61164093,19334.745597473146,12019.91461164093
969,19305352.00012207,12188093.617218018,19305.35200012207,12188.093617218017
970,20183934.356262207,13146531.506484985,20183.934356262205,13146.531506484986
971,19641439.685180664,12436294.840942383,19641.439685180663,12436.294840942383
972,20023586.43395996,12666755.326202393,20023.58643395996,12666.755326202392
973,19245603.845336914,12016167.398231506,19245.603845336915,12016.167398231506
974,18790795.94116211,11874302.760055542,18790.79594116211,11874.302760055542
975,20141421.413085938,12885098.689666748,20141.421413085936,12885.098689666747
976,18609041.057250977,11612354.483347416,18609.041057250975,11612.354483347415
977,19565778.799682617,12634845.439567566,19565.778799682615,12634.845439567565
978,19697264.833129883,12651435.25448227,19697.264833129884,12651.435254482269
979,19705374.34436035,12408037.06968689,19705.374344360353,12408.03706968689
980,18683128.529296875,11836276.737419128,18683.128529296875,11836.276737419128
981,19195933.869506836,12178145.035522461,19195.933869506836,12178.14503552246
982,20243801.40576172,13126846.795669556,20243.80140576172,13126.846795669555
983,19041206.982299805,12124695.389167786,19041.206982299806,12124.695389167786
984,19418793.60534668,12045424.461547852,19418.79360534668,12045.424461547851
985,19057845.913330078,11764636.895439148,19057.84591333008,11764.636895439147
986,18770082.772705078,11637507.27879715,18770.08277270508,11637.50727879715
987,19011462.557617188,11945447.24432373,19011.46255761719,11945.44724432373
988,19396141.760742188,12360266.120773315,19396.141760742186,12360.266120773316
989,18471100.01208496,11239648.291333437,18471.10001208496,11239.648291333437
990,19300657.98638916,12160456.192726135,19300.65798638916,12160.456192726135
991,19360155.156799316,12126844.8204422,19360.155156799316,12126.8448204422
992,19095303.03967285,11936039.707832336,19095.30303967285,11936.039707832337
993,19150624.880615234,12169809.095840454,19150.624880615236,12169.809095840454
994,18805092.557861328,12001113.07220459,18805.092557861328,12001.11307220459
995,19152011.1361084,11935448.945327759,19152.0111361084,11935.448945327758
996,20113502.158447266,12900694.292739868,20113.502158447267,12900.694292739869
997,19485558.59008789,11983920.924842834,19485.55859008789,11983.920924842834
998,19126790.822021484,11900652.17176056,19126.790822021485,11900.65217176056
999,19272582.046875,11901125.1467247,19272.582046875,11901.1251467247
